,Al,Si,Fe,Cu,Mn,Mg,Cr,Ni-L,Zn,Ti,B,Be,Bi,Ca,Cd,Ga,Hg,In,Na,P,Pb,Sn,Sr,V,Zr,Ecorr[mV]
1418,96.39,1.184,0.234,0.144,1.776,0.012,0.001,0.007,0.008,0.038,0.0014,0.0001,0.0,0.0,0.0,0.014,0.0016,0.0,0.0002,0.002,0.043,0.013,0.0,0.022,0.113,-704.71130183246
1419,96.39,1.173,0.237,0.144,1.784,0.011,0.0,0.007,0.009,0.038,0.0016,0.0,0.0,0.0,0.0,0.013,0.0012,0.0,0.0003,0.002,0.042,0.014,0.0,0.021,0.113,-704.514210156094
1420,96.39,1.177,0.241,0.144,1.776,0.009,0.0,0.007,0.007,0.042,0.0015,0.0,0.0,0.0,0.0,0.014,0.0011,0.0,0.0003,0.002,0.048,0.006,0.0,0.023,0.11,-704.283714643137
1421,96.41,1.172,0.238,0.144,1.77,0.009,0.001,0.007,0.008,0.043,0.0019,0.0,0.001,0.0,0.0,0.016,0.0028,0.0,0.0002,0.002,0.038,0.007,0.0,0.022,0.109,-704.085877669822
1422,96.42,1.165,0.24,0.145,1.766,0.01,0.0,0.007,0.008,0.043,0.0014,0.0,0.0,0.0,0.0,0.014,0.0034,0.0,0.0002,0.002,0.037,0.014,0.0,0.021,0.106,-703.887809374665
1423,96.44,1.154,0.238,0.146,1.761,0.011,0.0,0.007,0.009,0.043,0.0013,0.0,0.0,0.0,0.0,0.015,0.0015,0.0,0.0002,0.002,0.038,0.007,0.0,0.021,0.106,-703.689526215068
1424,96.44,1.143,0.231,0.146,1.769,0.009,0.0,0.007,0.011,0.044,0.002,0.0,0.0,0.0,0.0,0.015,0.0011,0.0,0.0003,0.0021,0.041,0.01,0.0,0.021,0.105,-703.458135429929
1425,96.46,1.127,0.232,0.145,1.763,0.01,0.001,0.007,0.01,0.042,0.0017,0.0,0.0,0.0,0.0,0.014,0.0,0.0,0.0003,0.002,0.041,0.016,0.0,0.021,0.104,-703.259822068326
1426,96.46,1.139,0.237,0.147,1.758,0.013,0.001,0.007,0.009,0.047,0.0019,0.0,0.0,0.0001,0.0,0.014,0.0005,0.0,0.0003,0.002,0.042,0.009,0.0,0.018,0.098,-703.060967742191
1427,96.46,1.146,0.232,0.148,1.756,0.011,0.0,0.007,0.01,0.046,0.0017,0.0,0.0,0.0,0.0,0.014,0.0017,0.0,0.0003,0.0021,0.031,0.011,0.0,0.019,0.099,-702.862346454091
1428,96.48,1.121,0.234,0.147,1.757,0.01,0.001,0.007,0.011,0.047,0.0018,0.0002,0.0,0.0,0.0,0.015,0.0018,0.0,0.0002,0.002,0.03,0.007,0.0,0.02,0.104,-702.663406327801
1429,96.46,1.124,0.237,0.148,1.76,0.012,0.001,0.007,0.007,0.045,0.0013,0.0001,0.001,0.0001,0.0,0.016,0.0006,0.0,0.0002,0.002,0.04,0.011,0.0,0.021,0.103,-702.431136374907
1430,96.46,1.127,0.233,0.152,1.749,0.01,0.0,0.008,0.006,0.05,0.0016,0.0001,0.002,0.0,0.0,0.016,0.0,0.0,0.0003,0.002,0.044,0.015,0.0,0.02,0.101,-702.231782643844
1431,96.49,1.115,0.234,0.149,1.751,0.01,0.001,0.007,0.008,0.051,0.0016,0.0,0.0,0.0001,0.0,0.015,0.001,0.0,0.0004,0.002,0.035,0.009,0.0,0.02,0.095,-702.032731627707
1432,96.49,1.108,0.234,0.15,1.751,0.009,0.001,0.007,0.008,0.049,0.0017,0.0002,0.0,0.0,0.0,0.015,0.0015,0.0,0.0003,0.002,0.041,0.009,0.0,0.019,0.1,-701.83343015084
1433,96.49,1.105,0.239,0.152,1.746,0.01,0.001,0.008,0.01,0.05,0.0018,0.0,0.0,0.0,0.0,0.015,0.0015,0.0,0.0004,0.002,0.039,0.01,0.0,0.021,0.1,-701.600825591353
1434,96.49,1.106,0.232,0.154,1.746,0.011,0.001,0.007,0.011,0.051,0.0018,0.0,0.0,0.0,0.0,0.015,0.0003,0.0,0.0004,0.002,0.042,0.015,0.0,0.019,0.098,-701.401449590842
1435,96.51,1.095,0.23,0.152,1.744,0.013,0.001,0.007,0.01,0.051,0.0019,0.0,0.0,0.0,0.0,0.014,0.0,0.0,0.0003,0.0021,0.036,0.015,0.0,0.02,0.099,-701.202065361738
1436,96.52,1.085,0.235,0.153,1.745,0.011,0.001,0.008,0.01,0.051,0.002,0.0,0.0,0.0,0.0,0.014,0.0009,0.0,0.0003,0.0021,0.037,0.01,0.0,0.021,0.098,-701.002689422415
1437,96.52,1.089,0.234,0.154,1.741,0.009,0.001,0.008,0.009,0.053,0.002,0.0,0.0,0.0001,0.0,0.015,0.0021,0.0,0.0002,0.002,0.034,0.007,0.0,0.019,0.098,-700.770084995818
1438,96.52,1.079,0.233,0.153,1.735,0.01,0.001,0.007,0.01,0.058,0.0019,0.0,0.0,0.0,0.0,0.014,0.0,0.0,0.0002,0.002,0.038,0.016,0.0,0.02,0.097,-700.570783658368
1439,96.53,1.075,0.233,0.155,1.728,0.01,0.0,0.008,0.012,0.056,0.002,0.0,0.0,0.0,0.0,0.015,0.0007,0.0,0.0002,0.002,0.042,0.016,0.0,0.021,0.094,-700.37135296764
1440,96.54,1.069,0.233,0.156,1.737,0.01,0.001,0.007,0.012,0.058,0.0019,0.0001,0.0,0.0,0.0,0.015,0.0005,0.0,0.0003,0.0021,0.042,0.005,0.0,0.021,0.093,-700.172189281723
1441,96.56,1.072,0.234,0.154,1.722,0.008,0.001,0.007,0.011,0.056,0.0016,0.0001,0.0,0.0,0.0,0.015,0.0008,0.0,0.0003,0.0021,0.038,0.002,0.0,0.022,0.092,-699.939729657072
1442,96.55,1.067,0.234,0.158,1.721,0.008,0.001,0.007,0.01,0.059,0.0015,0.0001,0.0,0.0001,0.0,0.015,0.0009,0.0,0.0003,0.0021,0.034,0.011,0.0,0.023,0.098,-699.740599886028
1443,96.56,1.05,0.235,0.159,1.733,0.01,0.001,0.007,0.009,0.06,0.0015,0.0,0.0,0.0002,0.0,0.014,0.0027,0.0,0.0003,0.0021,0.042,0.004,0.0,0.019,0.089,-699.541788959573
1444,96.55,1.063,0.239,0.16,1.724,0.01,0.0,0.007,0.01,0.06,0.0016,0.0,0.0,0.0001,0.0,0.014,0.0029,0.0,0.0003,0.0021,0.043,0.001,0.0,0.018,0.087,-699.34293426364
1445,96.58,1.057,0.231,0.161,1.72,0.01,0.0,0.008,0.009,0.059,0.0018,0.0,0.0,0.0001,0.0,0.015,0.0003,0.0,0.0004,0.0021,0.034,0.007,0.0,0.018,0.087,-699.143863513957
1446,96.61,1.038,0.232,0.158,1.707,0.013,0.0,0.008,0.01,0.062,0.0014,0.0,0.0,0.0,0.0,0.016,0.0,0.0,0.0004,0.0021,0.023,0.016,0.0,0.016,0.086,-698.912283002454
1447,96.57,1.027,0.236,0.161,1.712,0.01,0.0,0.007,0.01,0.06,0.0017,0.0,0.001,0.0001,0.0,0.014,0.0018,0.0,0.0003,0.0021,0.044,0.03,0.0,0.021,0.089,-698.714187428348
1448,96.6,1.023,0.231,0.161,1.708,0.01,0.001,0.007,0.01,0.062,0.0014,0.0,0.0,0.0,0.0,0.014,0.0021,0.0,0.0004,0.0021,0.047,0.009,0.0,0.022,0.088,-698.516117003374
1449,96.61,1.026,0.232,0.162,1.698,0.009,0.001,0.007,0.012,0.067,0.0018,0.0,0.0,0.0001,0.0,0.015,0.0007,0.0,0.0003,0.0021,0.037,0.007,0.0,0.02,0.089,-698.318465274468
1450,96.61,1.017,0.235,0.162,1.691,0.009,0.001,0.007,0.007,0.07,0.0015,0.0,0.0,0.0002,0.0,0.016,0.0,0.0,0.0003,0.0021,0.045,0.017,0.0,0.021,0.086,-698.088152530574
1451,96.63,1.014,0.238,0.164,1.693,0.012,0.0,0.007,0.01,0.067,0.0015,0.0,0.0,0.0001,0.0,0.016,0.0,0.0,0.0004,0.0021,0.039,0.009,0.0,0.02,0.077,-697.890866923406
1452,96.63,1.0,0.238,0.165,1.693,0.011,0.0,0.008,0.008,0.068,0.0021,0.0,0.0,0.0001,0.0,0.016,0.0005,0.0,0.0005,0.002,0.041,0.013,0.0,0.021,0.082,-697.694050554473
1453,96.64,0.992,0.237,0.163,1.695,0.013,0.0,0.007,0.009,0.071,0.0021,0.0,0.0,0.0001,0.0,0.014,0.0018,0.0,0.0004,0.0021,0.032,0.019,0.0,0.02,0.078,-697.497718699012
1454,96.64,0.996,0.234,0.165,1.688,0.013,0.001,0.008,0.01,0.069,0.0017,0.0,0.0,0.0001,0.0,0.015,0.0003,0.0,0.0003,0.0021,0.037,0.023,0.0,0.02,0.079,-697.268812182205
1455,96.68,0.983,0.233,0.164,1.681,0.011,0.001,0.008,0.01,0.072,0.0017,0.0,0.0,0.0002,0.0,0.015,0.0017,0.0,0.0003,0.0021,0.034,0.007,0.0,0.019,0.079,-697.072992095339
1456,96.7,0.971,0.237,0.164,1.673,0.01,0.001,0.007,0.01,0.071,0.0017,0.0,0.0,0.0,0.0,0.015,0.0004,0.0,0.0004,0.0021,0.032,0.008,0.0,0.019,0.079,-696.877706190371
1457,96.66,0.993,0.234,0.168,1.676,0.012,0.001,0.007,0.01,0.072,0.0019,0.0001,0.0,0.0,0.001,0.015,0.0005,0.0,0.0004,0.0021,0.041,0.004,0.0,0.019,0.081,-696.682597685258
1458,96.67,0.979,0.236,0.167,1.675,0.011,0.001,0.007,0.011,0.075,0.002,0.0,0.0,0.0001,0.0,0.015,0.0001,0.0,0.0005,0.0021,0.049,0.002,0.0,0.019,0.077,-696.455606684262
1459,96.7,0.973,0.229,0.167,1.663,0.011,0.001,0.007,0.012,0.08,0.0022,0.0,0.0,0.0001,0.0,0.014,0.0001,0.0,0.0004,0.0021,0.03,0.007,0.0,0.02,0.077,-696.26134067739
1460,96.72,0.968,0.229,0.167,1.659,0.012,0.001,0.008,0.012,0.078,0.0023,0.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0004,0.0021,0.028,0.01,0.0,0.019,0.071,-696.067673213937
1461,96.72,0.956,0.232,0.169,1.654,0.008,0.0,0.008,0.011,0.086,0.0023,0.0001,0.0,0.0,0.0,0.016,0.0005,0.0,0.0005,0.0021,0.034,0.012,0.0,0.02,0.069,-695.874434556054
1462,96.72,0.953,0.231,0.172,1.658,0.01,0.0,0.008,0.009,0.083,0.0021,0.0,0.0,0.0,0.0,0.015,0.0013,0.0,0.0004,0.002,0.035,0.01,0.0,0.019,0.076,-695.68145654449
1463,96.73,0.95,0.23,0.171,1.652,0.01,0.001,0.008,0.009,0.084,0.0023,0.0,0.0,0.0001,0.001,0.014,0.0001,0.0,0.0004,0.002,0.033,0.013,0.0,0.018,0.072,-695.457051724713
1464,96.72,0.946,0.23,0.169,1.65,0.01,0.001,0.007,0.008,0.088,0.0024,0.0001,0.0,0.0001,0.0,0.015,0.0011,0.0,0.0004,0.0021,0.038,0.02,0.0,0.018,0.069,-695.265091353215
1465,96.72,0.937,0.235,0.17,1.643,0.012,0.001,0.008,0.011,0.089,0.0021,0.0001,0.0,0.0,0.0,0.015,0.0018,0.0,0.0004,0.0021,0.042,0.019,0.0,0.019,0.071,-695.073443023336
1466,96.74,0.937,0.231,0.175,1.641,0.008,0.0,0.008,0.013,0.086,0.0022,0.0002,0.0,0.0,0.0,0.016,0.0016,0.0,0.0003,0.0021,0.037,0.017,0.0,0.019,0.065,-694.882487159281
1467,96.77,0.922,0.234,0.174,1.64,0.011,0.001,0.008,0.01,0.087,0.0022,0.0001,0.0,0.0001,0.0,0.017,0.0014,0.0,0.0004,0.0021,0.026,0.008,0.0,0.016,0.066,-694.660339736597
1468,96.76,0.928,0.233,0.172,1.639,0.009,0.0,0.008,0.009,0.086,0.0023,0.0,0.0,0.0002,0.0,0.015,0.0002,0.0,0.0004,0.0021,0.034,0.008,0.0,0.017,0.072,-694.470540712152
1469,96.76,0.923,0.23,0.173,1.636,0.01,0.0,0.008,0.011,0.09,0.0023,0.0,0.0,0.0002,0.0,0.016,0.0007,0.0,0.0005,0.0021,0.042,0.015,0.0,0.016,0.068,-694.28129959856
1470,96.78,0.904,0.232,0.174,1.63,0.009,0.0,0.008,0.012,0.095,0.0022,0.0,0.0,0.0002,0.0,0.015,0.0003,0.0,0.0006,0.0021,0.036,0.014,0.0,0.018,0.068,-694.092811043033
1471,96.76,0.91,0.235,0.178,1.637,0.01,0.001,0.008,0.009,0.096,0.0027,0.0,0.0,0.0002,0.0,0.016,0.0007,0.0,0.0005,0.002,0.035,0.012,0.0,0.02,0.066,-693.873769749673
1472,96.79,0.893,0.233,0.177,1.624,0.012,0.001,0.007,0.01,0.099,0.0029,0.0,0.0,0.0003,0.0,0.016,0.0024,0.0,0.0004,0.0021,0.032,0.011,0.0,0.019,0.063,-693.68639274961
1473,96.79,0.891,0.235,0.177,1.632,0.013,0.0,0.009,0.01,0.096,0.0027,0.0,0.0,0.0003,0.0,0.016,0.0026,0.0,0.0004,0.002,0.036,0.014,0.0,0.017,0.06,-693.499813630823
1474,96.8,0.881,0.229,0.18,1.633,0.012,0.001,0.008,0.01,0.097,0.0028,0.0,0.0,0.0002,0.0,0.016,0.0022,0.0,0.0004,0.0021,0.033,0.01,0.0,0.018,0.064,-693.313868175421
1475,96.8,0.868,0.234,0.181,1.63,0.01,0.0,0.007,0.009,0.099,0.0025,0.0,0.0,0.0,0.0,0.017,0.0016,0.0,0.0004,0.0021,0.03,0.024,0.0,0.019,0.061,-693.09769338493
1476,96.8,0.863,0.232,0.184,1.624,0.013,0.001,0.008,0.01,0.104,0.0025,0.0001,0.0,0.0001,0.0,0.017,0.0012,0.0,0.0004,0.002,0.027,0.029,0.0,0.018,0.061,-692.912995349464
1477,96.84,0.848,0.229,0.182,1.628,0.013,0.001,0.008,0.01,0.101,0.0024,0.0,0.0,0.0001,0.0,0.016,0.001,0.0,0.0005,0.0021,0.027,0.016,0.0,0.017,0.055,-692.729328458266
1478,96.84,0.85,0.233,0.181,1.617,0.011,0.001,0.008,0.011,0.104,0.0028,0.0,0.0,0.0001,0.0,0.016,0.0,0.0,0.0005,0.0021,0.031,0.013,0.0,0.019,0.061,-692.546354226105
1479,96.85,0.852,0.234,0.181,1.606,0.012,0.001,0.008,0.01,0.1,0.0029,0.0,0.0,0.0001,0.0,0.015,0.0001,0.0,0.0006,0.0021,0.036,0.017,0.0,0.016,0.058,-692.333691862503
1480,96.86,0.854,0.227,0.184,1.601,0.013,0.0,0.008,0.009,0.1,0.0021,0.0,0.0,0.0001,0.0,0.016,0.0004,0.0,0.0006,0.0021,0.03,0.023,0.0,0.017,0.056,-692.152094412482
1481,96.87,0.841,0.229,0.186,1.598,0.012,0.001,0.008,0.011,0.101,0.0021,0.0002,0.0,0.0002,0.0,0.016,0.0012,0.0,0.0004,0.0021,0.037,0.012,0.0,0.018,0.057,-691.971235707691
1482,96.88,0.83,0.231,0.185,1.606,0.009,0.001,0.007,0.012,0.105,0.0022,0.0001,0.0,0.0002,0.0,0.015,0.0003,0.0,0.0005,0.0021,0.034,0.01,0.0,0.017,0.056,-691.791129691204
1483,96.9,0.817,0.229,0.186,1.599,0.011,0.0,0.008,0.008,0.108,0.0022,0.0,0.001,0.0002,0.0,0.014,0.001,0.0,0.0006,0.0021,0.034,0.005,0.0,0.016,0.056,-691.611790207218
1484,96.91,0.811,0.226,0.186,1.584,0.013,0.001,0.008,0.012,0.107,0.0021,0.0,0.0,0.0001,0.0,0.017,0.0,0.0,0.0005,0.0021,0.04,0.011,0.0,0.016,0.056,-691.403491324896
1485,96.92,0.807,0.23,0.184,1.576,0.012,0.001,0.007,0.011,0.109,0.0018,0.0,0.0,0.0001,0.0,0.017,0.0,0.0,0.0004,0.0021,0.037,0.011,0.0,0.017,0.057,-691.225859928041
1486,96.9,0.82,0.225,0.188,1.581,0.013,0.001,0.008,0.009,0.106,0.0022,0.0,0.0,0.0001,0.0,0.017,0.0,0.0,0.0005,0.0021,0.041,0.012,0.0,0.021,0.054,-691.048869903588
1487,96.91,0.805,0.225,0.188,1.584,0.013,0.001,0.007,0.011,0.11,0.0025,0.0001,0.0,0.0002,0.0,0.018,0.0,0.0,0.0005,0.0021,0.035,0.006,0.0,0.021,0.056,-690.87287212067
1488,96.94,0.79,0.221,0.189,1.576,0.012,0.001,0.008,0.009,0.11,0.0026,0.0,0.0,0.0002,0.0,0.017,0.0003,0.0,0.0006,0.0021,0.032,0.013,0.0,0.02,0.052,-690.668710530882
1489,96.93,0.799,0.223,0.189,1.574,0.012,0.001,0.008,0.011,0.113,0.0023,0.0,0.0,0.0001,0.0,0.016,0.0015,0.0,0.0006,0.0021,0.043,0.015,0.0,0.018,0.046,-690.494541149487
1490,96.96,0.776,0.219,0.193,1.567,0.013,0.0,0.008,0.013,0.114,0.0021,0.0,0.0,0.0002,0.0,0.015,0.0016,0.0,0.0006,0.0021,0.037,0.011,0.0,0.018,0.05,-690.321401595944
1491,96.95,0.782,0.221,0.194,1.563,0.012,0.0,0.008,0.013,0.116,0.0023,0.0,0.0,0.0002,0.0,0.015,0.0005,0.0,0.0005,0.0021,0.029,0.025,0.0,0.018,0.049,-690.149138185454
1492,96.98,0.767,0.221,0.193,1.558,0.011,0.0,0.008,0.013,0.117,0.0026,0.0001,0.0,0.0001,0.0,0.016,0.0009,0.0,0.0004,0.0021,0.033,0.017,0.0,0.015,0.043,-689.949370180044
1493,96.96,0.761,0.226,0.195,1.56,0.012,0.0,0.007,0.013,0.122,0.0023,0.0,0.0,0.0002,0.0,0.017,0.0016,0.0,0.0006,0.002,0.035,0.023,0.0,0.017,0.049,-689.778886164102
1494,96.97,0.76,0.231,0.194,1.565,0.013,0.0,0.008,0.01,0.115,0.0023,0.0,0.0,0.0002,0.0,0.016,0.0001,0.0,0.0006,0.0021,0.034,0.014,0.0,0.017,0.048,-689.60932018377
1495,97.0,0.758,0.226,0.192,1.551,0.013,0.0,0.008,0.011,0.115,0.0028,0.0,0.0,0.0001,0.0,0.015,0.0003,0.0,0.0004,0.0021,0.032,0.009,0.0,0.015,0.047,-689.440684701922
1496,97.01,0.742,0.23,0.194,1.55,0.012,0.001,0.008,0.012,0.118,0.0023,0.0001,0.0,0.0001,0.0,0.016,0.0006,0.0,0.0005,0.0021,0.039,0.005,0.0,0.017,0.043,-689.245082675125
1497,97.02,0.74,0.225,0.195,1.546,0.011,0.0,0.008,0.011,0.118,0.0024,0.0,0.0,0.0,0.0,0.017,0.0003,0.0,0.0005,0.0021,0.037,0.009,0.0001,0.014,0.045,-689.078505751438
1498,97.02,0.75,0.222,0.195,1.544,0.012,0.0,0.008,0.01,0.118,0.0021,0.0,0.0,0.0002,0.0,0.016,0.001,0.0,0.0007,0.0021,0.036,0.009,0.0,0.018,0.042,-688.913055541191
1499,97.01,0.746,0.227,0.195,1.539,0.012,0.0,0.007,0.012,0.12,0.0022,0.0,0.0,0.0001,0.0,0.017,0.0005,0.0,0.0007,0.0021,0.033,0.013,0.0,0.02,0.043,-688.748427933188
1500,97.01,0.74,0.225,0.196,1.55,0.012,0.001,0.008,0.01,0.124,0.0023,0.0,0.0,0.0001,0.0,0.017,0.0,0.0,0.0005,0.0021,0.034,0.017,0.0,0.016,0.037,-688.557877307821
1501,97.02,0.725,0.227,0.196,1.543,0.012,0.0,0.008,0.013,0.122,0.0027,0.0001,0.0,0.0002,0.0,0.017,0.0002,0.0,0.0005,0.0021,0.043,0.009,0.0,0.018,0.037,-688.39556868492
1502,97.02,0.727,0.23,0.2,1.548,0.012,0.001,0.007,0.013,0.126,0.0026,0.0,0.0,0.0002,0.0,0.016,0.0008,0.0,0.0006,0.0021,0.035,0.006,0.0,0.019,0.034,-688.233969025261
1503,97.03,0.712,0.229,0.198,1.548,0.015,0.001,0.006,0.013,0.126,0.0024,0.0,0.0,0.0002,0.0,0.017,0.0,0.0,0.0005,0.0021,0.03,0.016,0.0,0.016,0.036,-688.073553343848
1504,97.05,0.703,0.228,0.201,1.537,0.011,0.001,0.008,0.011,0.125,0.0029,0.0,0.0,0.0003,0.0,0.016,0.0001,0.0,0.0005,0.0021,0.032,0.016,0.0,0.015,0.041,-687.887667363258
1505,97.06,0.702,0.227,0.198,1.532,0.01,0.0,0.007,0.011,0.126,0.0026,0.0,0.0,0.0003,0.0,0.018,0.0,0.0,0.0004,0.0021,0.032,0.022,0.0,0.014,0.033,-687.729520930555
1506,97.07,0.7,0.228,0.199,1.523,0.011,0.001,0.007,0.01,0.127,0.0021,0.0,0.0,0.0003,0.0,0.018,0.0003,0.0,0.0005,0.0021,0.036,0.016,0.0,0.018,0.027,-687.572439139742
1507,97.07,0.684,0.23,0.201,1.526,0.014,0.001,0.008,0.01,0.132,0.0023,0.0,0.0,0.0002,0.0,0.017,0.0006,0.0,0.0006,0.0021,0.034,0.019,0.0,0.02,0.034,-687.416432817267
1508,97.08,0.678,0.227,0.202,1.532,0.014,0.001,0.008,0.011,0.125,0.0027,0.0001,0.0,0.0002,0.0,0.017,0.0004,0.0,0.0005,0.0021,0.025,0.015,0.0,0.019,0.037,-687.235749918022
1509,97.1,0.686,0.227,0.203,1.519,0.014,0.001,0.008,0.012,0.126,0.0025,0.0,0.0,0.0002,0.0,0.017,0.0,0.0,0.0005,0.0021,0.029,0.007,0.0,0.017,0.032,-687.082110593679
1510,97.09,0.68,0.226,0.204,1.529,0.012,0.0,0.008,0.011,0.128,0.0027,0.0,0.0,0.0003,0.0,0.018,0.0009,0.0,0.0006,0.0021,0.03,0.007,0.0,0.017,0.034,-686.929725098506
1511,97.1,0.669,0.226,0.204,1.531,0.012,0.001,0.008,0.01,0.13,0.0028,0.0,0.001,0.0003,0.0,0.017,0.0002,0.0,0.0006,0.0021,0.036,0.002,0.0,0.016,0.031,-686.778312562938
1512,97.07,0.67,0.231,0.203,1.535,0.013,0.001,0.008,0.012,0.131,0.0026,0.0,0.0,0.0002,0.0,0.017,0.0011,0.0,0.0007,0.0021,0.036,0.016,0.0,0.016,0.034,-686.603330178464
1513,97.1,0.662,0.227,0.205,1.521,0.013,0.0,0.007,0.012,0.13,0.0025,0.0001,0.0,0.0002,0.0,0.017,0.0017,0.0,0.0006,0.0021,0.034,0.022,0.0,0.018,0.026,-686.454374782722
1514,97.11,0.651,0.223,0.207,1.514,0.012,0.0,0.007,0.011,0.132,0.0027,0.0,0.0,0.0002,0.0,0.019,0.0005,0.0,0.0005,0.0021,0.041,0.018,0.0,0.018,0.028,-686.306710302383
1515,97.12,0.65,0.225,0.208,1.515,0.013,0.001,0.008,0.01,0.133,0.0024,0.0,0.0,0.0002,0.0,0.018,0.0003,0.0,0.0005,0.0021,0.034,0.016,0.0,0.016,0.027,-686.160203637652
1516,97.13,0.642,0.231,0.207,1.51,0.014,0.001,0.009,0.011,0.135,0.0024,0.0,0.0,0.0002,0.0,0.019,0.0016,0.0,0.0006,0.0021,0.034,0.01,0.0,0.016,0.028,-685.990548012772
1517,97.12,0.637,0.23,0.211,1.503,0.016,0.001,0.008,0.011,0.136,0.0026,0.0,0.0,0.0002,0.0,0.02,0.0,0.0,0.0005,0.0021,0.044,0.013,0.0,0.016,0.028,-685.846446838545
1518,97.13,0.627,0.23,0.209,1.505,0.013,0.0,0.008,0.014,0.135,0.003,0.0,0.0,0.0003,0.0,0.019,0.0014,0.001,0.0005,0.0021,0.043,0.019,0.0,0.016,0.022,-685.703535090092
1519,97.17,0.623,0.222,0.208,1.505,0.011,0.0,0.008,0.012,0.139,0.0026,0.0,0.0,0.0003,0.0,0.018,0.0003,0.001,0.0006,0.0021,0.031,0.009,0.0,0.016,0.023,-685.561687079611
1520,97.15,0.618,0.224,0.21,1.502,0.012,0.001,0.008,0.01,0.137,0.0023,0.0,0.0,0.0003,0.0,0.018,0.0004,0.001,0.0007,0.0021,0.039,0.023,0.0,0.015,0.026,-685.421182059528
1521,97.19,0.607,0.225,0.21,1.496,0.013,0.001,0.008,0.01,0.136,0.0028,0.0,0.0,0.0004,0.0,0.018,0.0007,0.0,0.0008,0.0021,0.035,0.011,0.0,0.016,0.022,-685.25875277213
1522,97.2,0.605,0.223,0.207,1.492,0.014,0.001,0.008,0.012,0.139,0.0031,0.0,0.0,0.0003,0.0,0.017,0.0006,0.0,0.0006,0.0021,0.028,0.011,0.0,0.015,0.026,-685.120762204734
1523,97.21,0.599,0.224,0.211,1.49,0.013,0.001,0.007,0.014,0.138,0.0028,0.0,0.0,0.0002,0.0,0.018,0.0,0.0,0.0006,0.0021,0.023,0.009,0.0,0.016,0.022,-684.984267559859
1524,97.22,0.59,0.225,0.21,1.482,0.014,0.001,0.008,0.012,0.135,0.0025,0.0001,0.0,0.0003,0.0,0.017,0.0001,0.0,0.0008,0.0021,0.032,0.018,0.0,0.018,0.018,-684.848755505236
1525,97.21,0.589,0.228,0.213,1.481,0.013,0.001,0.008,0.011,0.137,0.0032,0.0001,0.0,0.0002,0.0,0.017,0.0,0.0,0.0006,0.0021,0.036,0.01,0.0,0.015,0.018,-684.692220470989
1526,97.21,0.59,0.226,0.213,1.485,0.014,0.0,0.008,0.011,0.141,0.0027,0.0,0.0,0.0002,0.0,0.016,0.0007,0.0,0.0006,0.0021,0.036,0.016,0.0,0.016,0.016,-684.559432217188
1527,97.21,0.586,0.224,0.214,1.493,0.015,0.001,0.008,0.011,0.137,0.0025,0.0,0.0,0.0004,0.0,0.018,0.0012,0.0,0.0006,0.0021,0.031,0.012,0.0,0.014,0.021,-684.42791318216
1528,97.21,0.575,0.226,0.217,1.488,0.015,0.001,0.008,0.012,0.139,0.0023,0.0001,0.0,0.0004,0.0,0.018,0.0004,0.0,0.0006,0.0021,0.038,0.014,0.0,0.013,0.019,-684.297794366783
1529,97.24,0.56,0.226,0.215,1.484,0.011,0.001,0.007,0.01,0.141,0.0028,0.0001,0.0,0.0005,0.0,0.017,0.0,0.0,0.0006,0.0021,0.029,0.018,0.0,0.016,0.017,-684.147446433374
1530,97.24,0.56,0.226,0.214,1.488,0.012,0.001,0.008,0.012,0.143,0.0028,0.0,0.0,0.0004,0.0,0.018,0.0,0.0,0.0006,0.0021,0.034,0.004,0.0,0.014,0.019,-684.020114795634
1531,97.25,0.551,0.229,0.217,1.487,0.014,0.0,0.008,0.012,0.144,0.0029,0.0,0.0,0.0003,0.0,0.019,0.0,0.0,0.0007,0.0021,0.03,0.005,0.0,0.014,0.018,-683.894079811352
1532,97.24,0.549,0.225,0.218,1.483,0.011,0.0,0.007,0.009,0.147,0.0034,0.0001,0.0,0.0004,0.0,0.018,0.0008,0.0,0.0007,0.0021,0.035,0.015,0.0,0.017,0.02,-683.769229802369
1533,97.24,0.554,0.226,0.218,1.477,0.012,0.0,0.008,0.01,0.148,0.0031,0.0001,0.0,0.0003,0.001,0.018,0.0004,0.0,0.0007,0.0021,0.031,0.014,0.0,0.015,0.018,-683.625211172025
1534,97.23,0.539,0.238,0.22,1.483,0.013,0.001,0.008,0.013,0.148,0.0032,0.0,0.0,0.0003,0.0,0.018,0.0,0.0,0.0006,0.0021,0.039,0.011,0.0,0.016,0.016,-683.503097334859
1535,97.26,0.527,0.229,0.218,1.472,0.01,0.001,0.008,0.013,0.145,0.0031,0.0,0.0,0.0004,0.0,0.018,0.0005,0.0,0.0007,0.0021,0.036,0.019,0.0,0.016,0.017,-683.382426460178
1536,97.29,0.516,0.223,0.217,1.469,0.013,0.0,0.008,0.012,0.146,0.003,0.0001,0.0,0.0003,0.0,0.018,0.0008,0.0,0.0007,0.0021,0.044,0.006,0.0,0.017,0.015,-683.262974490865
1537,97.28,0.52,0.223,0.222,1.475,0.012,0.001,0.007,0.011,0.143,0.0026,0.0,0.0,0.0003,0.0,0.018,0.0004,0.0,0.0006,0.0021,0.038,0.01,0.0,0.015,0.013,-683.144974778572
