Proj no.;TO no.;Coil no.;Sample no.;WS;Brazed;Depth [μm];Unit;Al;Si;Fe;Cu;Mn;Mg;Cr;Ni-L;Ni-H;Zn;Ti;B;Be;Bi;Ca;Cd;Ga;Hg;In;Li;Na;P;Pb;Sn;Sr;V;Zr;
G18-0053;430438;S013542;P18-00206-LS-S1;0;1;79,0182;m%;97,22;0,242;0,206;0,515;1,406;0,149;0,001;0,006;0;0,019;0,145;0,0028;0;0;0,0007;0;0,017;0,0017;0;0;0,001;0,0021;0,033;0,015;0,0001;0,013;0,004;-686,5415013
G18-0053;430438;S013542;P18-00206-LS-S1;0;1;79,126;m%;97,22;0,239;0,208;0,518;1,401;0,151;0,001;0,005;0;0,018;0,149;0,0025;0;0;0,0008;0;0,016;0,0014;0;0;0,0011;0,0021;0,033;0,014;0,0001;0,012;0,007;-686,5317576
G18-0053;430438;S013542;P18-00206-LS-S1;0;1;79,2338;m%;97,23;0,235;0,212;0,517;1,402;0,155;0,001;0,006;0;0,02;0,147;0,0026;0;0;0,0006;0;0,015;0,0004;0;0;0,0009;0,0021;0,03;0,013;0,0001;0,01;0,002;-686,5222237
G18-0053;430438;S013542;P18-00206-LS-S1;0;1;79,3416;m%;97,23;0,234;0,212;0,511;1,413;0,149;0,001;0,006;0;0,019;0,146;0,0028;0,0001;0;0,0006;0;0,016;0,0002;0,001;0;0,0009;0,0021;0,028;0,01;0,0002;0,012;0,005;-686,5128994
G18-0053;430438;S013542;P18-00206-LS-S1;0;1;79,4674;m%;97,22;0,224;0,212;0,512;1,406;0,148;0,001;0,005;0;0,019;0,154;0,0027;0;0;0,0007;0;0,018;0,002;0,002;0;0,001;0,0021;0,036;0,017;0,0003;0,012;0,002;-686,5022829
G18-0053;430438;S013542;P18-00206-LS-S1;0;1;79,5753;m%;97,21;0,236;0,207;0,511;1,403;0,15;0,001;0,006;0;0,019;0,147;0,0029;0;0;0,0007;0;0,016;0,001;0,001;0;0,0009;0,0021;0,039;0,026;0,0003;0,013;0,004;-686,4934038
G18-0053;430438;S013542;P18-00206-LS-S1;0;1;79,6831;m%;97,22;0,232;0,208;0,515;1,406;0,151;0,001;0,006;0;0,018;0,148;0,0027;0;0;0,0006;0;0,017;0,0005;0,002;0;0,001;0,0022;0,034;0,019;0,0002;0,012;0,004;-686,4847417
G18-0053;430438;S013542;P18-00206-LS-S1;0;1;79,791;m%;97,2;0,234;0,209;0,519;1,411;0,151;0,001;0,006;0;0,019;0,149;0,0022;0;0;0,0007;0;0,017;0,0014;0,002;0;0,001;0,0021;0,031;0,025;0,0001;0,014;0,007;-686,4762802
G18-0053;430438;S013542;P18-00206-LS-S1;0;1;79,9169;m%;97,19;0,236;0,214;0,515;1,409;0,15;0,001;0,006;0;0,019;0,151;0,0024;0;0;0,0008;0;0,018;0,0006;0,002;0;0,0009;0,0021;0,037;0,025;0,0001;0,014;0,008;-686,4666706
G18-0053;430438;S013542;P18-00206-LS-S1;0;1;80,025;m%;97,18;0,239;0,213;0,518;1,41;0,153;0,001;0,006;0;0,021;0,152;0,0027;0;0;0,0007;0;0,016;0;0,001;0;0,0009;0,0021;0,032;0,027;0,0001;0,016;0,006;-686,4586457
G18-0053;430438;S013542;P18-00206-LS-S1;0;1;80,1331;m%;97,18;0,236;0,214;0,517;1,416;0,152;0,001;0,006;0;0,02;0,15;0,0029;0,0001;0;0,0007;0;0,016;0;0,001;0;0,001;0,0021;0,039;0,022;0,0001;0,014;0,009;-686,4508292
G18-0053;430438;S013542;P18-00206-LS-S1;0;1;80,2412;m%;97,19;0,236;0,217;0,52;1,415;0,15;0,001;0,006;0;0,019;0,15;0,0024;0;0;0,0008;0;0,017;0,0007;0;0;0,001;0,0021;0,037;0,02;0,0002;0,013;0,005;-686,4432207
G18-0053;430438;S013542;P18-00206-LS-S1;0;1;80,3492;m%;97,2;0,232;0,216;0,518;1,41;0,148;0,001;0,005;0;0,018;0,148;0,0025;0;0;0,0008;0;0,016;0;0,001;0;0,001;0,0021;0,04;0,018;0,0002;0,013;0,008;-686,4358267
G18-0053;430438;S013542;P18-00206-LS-S1;0;1;80,4752;m%;97,2;0,231;0,22;0,518;1,425;0,148;0,001;0,005;0;0,018;0,148;0,0024;0;0;0,0007;0;0,017;0,0004;0,001;0;0,0011;0,0021;0,033;0,013;0,0002;0,012;0,007;-686,4274617
G18-0053;430438;S013542;P18-00206-LS-S1;0;1;80,5833;m%;97,18;0,24;0,219;0,52;1,422;0,152;0,001;0,005;0;0,017;0,148;0,0026;0;0;0,0007;0;0,018;0,001;0,001;0;0,0011;0,0021;0,034;0,015;0,0002;0,011;0,008;-686,420509
G18-0053;430438;S013542;P18-00206-LS-S1;0;1;80,6915;m%;97,19;0,24;0,221;0,521;1,416;0,153;0,001;0,005;0;0,017;0,149;0,0029;0;0;0,0007;0;0,016;0;0,001;0;0,0012;0,0021;0,029;0,014;0,0001;0,011;0,006;-686,4137565
G18-0053;430438;S013542;P18-00206-LS-S1;0;1;80,7996;m%;97,18;0,244;0,225;0,517;1,413;0,152;0,001;0,006;0;0,018;0,152;0,0024;0;0;0,0007;0;0,016;0;0,001;0;0,001;0,0021;0,03;0,024;0,0001;0,012;0,006;-686,4072162
G18-0053;430438;S013542;P18-00206-LS-S1;0;1;80,9259;m%;97,18;0,235;0,224;0,51;1,42;0,151;0,001;0,006;0;0,02;0,157;0,0026;0;0;0,0007;0;0,018;0,0006;0;0;0,001;0,0021;0,037;0,019;0,0001;0,012;0,004;-686,399835
G18-0053;430438;S013542;P18-00206-LS-S1;0;1;81,034;m%;97,17;0,24;0,224;0,521;1,424;0,152;0,001;0,006;0;0,019;0,151;0,0024;0;0;0,0006;0;0,017;0,0002;0;0;0,001;0,0021;0,033;0,012;0;0,011;0,009;-686,3937395
G18-0053;430438;S013542;P18-00206-LS-S1;0;1;81,1422;m%;97,15;0,239;0,225;0,523;1,422;0,149;0,001;0,006;0;0,021;0,152;0,0024;0;0;0,0008;0;0,017;0,0006;0,002;0;0,0011;0,0021;0,042;0,02;0,0002;0,012;0,006;-686,3878431
G18-0053;430438;S013542;P18-00206-LS-S1;0;1;81,2504;m%;97,14;0,244;0,224;0,52;1,425;0,151;0,001;0,005;0;0,02;0,147;0,0028;0;0;0,0007;0;0,017;0,0013;0,001;0;0,0011;0,0021;0,034;0,041;0,0001;0,012;0,007;-686,382151
G18-0053;430438;S013542;P18-00206-LS-S1;0;1;81,3586;m%;97,15;0,236;0,226;0,521;1,432;0,151;0,001;0,005;0;0,019;0,152;0,0024;0;0;0,0007;0;0,017;0,0007;0,001;0;0,001;0,0021;0,037;0,026;0,0001;0,014;0,004;-686,3766625
G18-0053;430438;S013542;P18-00206-LS-S1;0;1;81,485;m%;97,14;0,241;0,233;0,518;1,433;0,151;0,001;0,006;0;0,021;0,153;0,0025;0;0;0,0007;0;0,018;0,001;0;0;0,001;0,0021;0,038;0,02;0,0002;0,012;0,004;-686,3705082
G18-0053;430438;S013542;P18-00206-LS-S1;0;1;81,5934;m%;97,17;0,24;0,23;0,519;1,428;0,154;0,001;0,006;0;0,02;0,148;0,0026;0;0;0,0006;0;0,017;0,0017;0,001;0;0,001;0,0021;0,03;0,013;0,0003;0,012;0,003;-686,3654506
G18-0053;430438;S013542;P18-00206-LS-S1;0;1;81,7016;m%;97,17;0,235;0,23;0,517;1,424;0,152;0,001;0,006;0;0,021;0,147;0,0026;0;0;0,0006;0;0,017;0,0002;0,001;0;0,0011;0,0021;0,04;0,013;0,0002;0,013;0,006;-686,3606044
G18-0053;430438;S013542;P18-00206-LS-S1;0;1;81,8099;m%;97,16;0,237;0,231;0,519;1,426;0,154;0,001;0,006;0;0,021;0,151;0,0022;0;0;0,0006;0;0,017;0,0007;0;0;0,0011;0,0021;0,039;0,016;0,0002;0,014;0,003;-686,3559555
G18-0053;430438;S013542;P18-00206-LS-S1;0;1;81,9182;m%;97,16;0,234;0,23;0,517;1,424;0,154;0,001;0,005;0;0,017;0,153;0,0024;0;0;0,0006;0;0,016;0,0012;0,001;0;0,001;0,0021;0,036;0,023;0,0001;0,014;0,005;-686,3515078
G18-0053;430438;S013542;P18-00206-LS-S1;0;1;82,0446;m%;97,19;0,234;0,227;0,518;1,414;0,155;0,001;0,005;0;0,017;0,15;0,0026;0;0;0,0007;0;0,015;0,0007;0,001;0;0,001;0,0021;0,025;0,018;0,0001;0,013;0,005;-686,3465704
G18-0053;430438;S013542;P18-00206-LS-S1;0;1;82,1529;m%;97,17;0,227;0,228;0,518;1,421;0,155;0,001;0,005;0;0,019;0,15;0,0025;0;0;0,0007;0;0,016;0,0018;0,002;0;0,0011;0,0021;0,039;0,023;0,0001;0,014;0,004;-686,3425567
G18-0053;430438;S013542;P18-00206-LS-S1;0;1;82,2613;m%;97,15;0,237;0,229;0,519;1,428;0,158;0,001;0,005;0;0,021;0,15;0,0024;0;0;0,0008;0;0,017;0,0003;0;0;0,001;0,0021;0,044;0,017;0,0003;0,013;0,005;-686,3387387
G18-0053;430438;S013542;P18-00206-LS-S1;0;1;82,3698;m%;97,17;0,232;0,229;0,518;1,427;0,155;0,001;0,006;0;0,022;0,151;0,0022;0,0001;0;0,0007;0;0,016;0;0,002;0;0,001;0,0021;0,033;0,018;0,0001;0,013;0,002;-686,3351165
G18-0053;430438;S013542;P18-00206-LS-S1;0;1;82,4782;m%;97,18;0,23;0,227;0,515;1,423;0,157;0,001;0,006;0;0,02;0,149;0,0026;0,0002;0;0,0007;0;0,017;0;0,002;0;0,0011;0,0021;0,034;0,016;0,0001;0,013;0,003;-686,331696
G18-0053;430438;S013542;P18-00206-LS-S1;0;1;82,6047;m%;97,19;0,231;0,226;0,518;1,418;0,155;0,001;0,006;0;0,02;0,146;0,0024;0;0;0,0008;0;0,018;0;0,001;0;0,0011;0,0021;0,035;0,017;0,0001;0,014;0,002;-686,3279541
G18-0053;430438;S013542;P18-00206-LS-S1;0;1;82,7132;m%;97,2;0,239;0,222;0,517;1,418;0,152;0,001;0,006;0;0,02;0,146;0,0025;0,0001;0;0,0008;0;0,016;0,0013;0,002;0;0,0011;0,0021;0,032;0,008;0,0001;0,013;0,003;-686,3249583
G18-0053;430438;S013542;P18-00206-LS-S1;0;1;82,8218;m%;97,19;0,235;0,229;0,52;1,405;0,152;0,001;0,005;0;0,019;0,148;0,0027;0;0;0,0008;0;0,017;0,0017;0,003;0;0,0011;0,0021;0,037;0,018;0,0002;0,011;0,001;-686,3221563
G18-0053;430438;S013542;P18-00206-LS-S1;0;1;82,9303;m%;97,21;0,229;0,222;0,517;1,41;0,152;0,001;0,005;0;0,019;0,15;0,0028;0;0;0,0007;0;0,016;0,001;0,001;0;0,0011;0,0021;0,034;0,015;0,0002;0,013;0,003;-686,3195528
G18-0053;430438;S013542;P18-00206-LS-S1;0;1;83,039;m%;97,19;0,227;0,223;0,513;1,416;0,155;0,001;0,005;0;0,019;0,15;0,0029;0;0;0,0008;0;0,017;0;0,001;0;0,0011;0,0021;0,039;0,019;0,0003;0,012;0,007;-686,31714
G18-0053;430438;S013542;P18-00206-LS-S1;0;1;83,1476;m%;97,18;0,231;0,223;0,518;1,413;0,155;0,001;0,005;0;0,02;0,148;0,0032;0;0;0,0007;0;0,016;0,0005;0,001;0;0,001;0,0021;0,043;0,019;0,0003;0,013;0,005;-686,314924
G18-0053;430438;S013542;P18-00206-LS-S1;0;1;83,2744;m%;97,18;0,235;0,223;0,522;1,411;0,152;0,001;0,006;0;0,02;0,15;0,003;0;0;0,0008;0;0,017;0,0015;0,001;0;0,001;0,0021;0,037;0,018;0,0002;0,015;0,004;-686,3125818
G18-0053;430438;S013542;P18-00206-LS-S1;0;1;83,383;m%;97,19;0,236;0,221;0,523;1,397;0,155;0,001;0,006;0;0,02;0,146;0,0027;0;0;0,0008;0;0,016;0,0032;0;0;0,001;0,0021;0,036;0,02;0,0002;0,013;0,01;-686,3107849
G18-0053;430438;S013542;P18-00206-LS-S1;0;1;83,4916;m%;97,2;0,235;0,219;0,517;1,41;0,154;0,001;0,006;0;0,019;0,147;0,0026;0;0;0,0007;0;0,017;0,0001;0,001;0;0,0011;0,0021;0,031;0,026;0,0001;0,011;0,007;-686,30918
G18-0053;430438;S013542;P18-00206-LS-S1;0;1;83,6002;m%;97,19;0,231;0,218;0,52;1,407;0,153;0,001;0,006;0;0,021;0,146;0,0028;0;0;0,0008;0;0,018;0,0006;0,001;0;0,0011;0,0021;0,038;0,031;0,0001;0,012;0,005;-686,3077663
G18-0053;430438;S013542;P18-00206-LS-S1;0;1;83,709;m%;97,19;0,231;0,219;0,522;1,404;0,152;0,001;0,006;0;0,019;0,145;0,003;0,0001;0;0,0008;0;0,018;0,0008;0,001;0;0,0011;0,0021;0,039;0,026;0,0001;0,013;0,004;-686,3065409
G18-0053;430438;S013542;P18-00206-LS-S1;0;1;83,8358;m%;97,2;0,226;0,219;0,522;1,407;0,155;0,001;0,006;0;0,017;0,147;0,003;0,0001;0;0,0008;0;0,017;0,0005;0,002;0;0,0012;0,0021;0,036;0,024;0,0001;0,012;0;-686,3053528
G18-0053;430438;S013542;P18-00206-LS-S1;0;1;83,9446;m%;97,18;0,231;0,22;0,52;1,416;0,156;0,001;0,006;0;0,019;0,149;0,0025;0,0001;0;0,0007;0;0,018;0,0003;0,001;0;0,001;0,0021;0,037;0,019;0,0002;0,013;0,004;-686,3045382
G18-0053;430438;S013542;P18-00206-LS-S1;0;1;84,0534;m%;97,18;0,237;0,223;0,523;1,415;0,155;0,001;0,006;0;0,019;0,151;0,0027;0;0;0,0008;0;0,018;0,0007;0;0;0,001;0,0021;0,042;0,003;0,0002;0,015;0,01;-686,3039119
G18-0053;430438;S013542;P18-00206-LS-S1;0;1;84,1623;m%;97,18;0,234;0,225;0,522;1,418;0,154;0,001;0,005;0;0,018;0,148;0,0027;0,0001;0;0,0006;0;0,018;0,0001;0;0;0,0011;0,0021;0,036;0,014;0,0002;0,012;0,009;-686,3034727
G18-0053;430438;S013542;P18-00206-LS-S1;0;1;84,2711;m%;97,19;0,233;0,224;0,518;1,413;0,157;0,001;0,006;0;0,019;0,146;0,0024;0,0001;0;0,0006;0;0,017;0,0002;0,001;0;0,0011;0,0021;0,036;0,018;0,0001;0,011;0,005;-686,3032204
G18-0053;430438;S013542;P18-00206-LS-S1;0;1;84,3799;m%;97,18;0,227;0,225;0,519;1,412;0,156;0,001;0,005;0;0,022;0,146;0,0023;0,0002;0;0,0007;0;0,018;0,0003;0;0;0,001;0,0021;0,039;0,02;0,0001;0,013;0,006;-686,3031537
G18-0053;430438;S013542;P18-00206-LS-S1;0;1;84,5068;m%;97,21;0,222;0,22;0,518;1,411;0,153;0,001;0,006;0;0,02;0,145;0,0024;0,0001;0;0,0007;0;0,018;0;0,001;0;0,0011;0,0021;0,041;0,007;0,0001;0,016;0,007;-686,3033089
G18-0053;430438;S013542;P18-00206-LS-S1;0;1;84,6156;m%;97,21;0,223;0,218;0,521;1,412;0,154;0,001;0,006;0;0,018;0,147;0,002;0,0001;0;0,0007;0;0,019;0,0007;0;0;0,001;0,0021;0,042;0,01;0,0001;0,012;0,002;-686,3036408
G18-0053;430438;S013542;P18-00206-LS-S1;0;1;84,7244;m%;97,2;0,222;0,217;0,524;1,417;0,155;0,001;0,006;0;0,019;0,148;0,0024;0;0;0,0008;0;0,018;0;0,001;0;0,001;0,002;0,032;0,013;0,0001;0,012;0,006;-686,3041551
G18-0053;430438;S013542;P18-00206-LS-S1;0;1;84,8333;m%;97,22;0,224;0,217;0,522;1,408;0,155;0,001;0,005;0;0,017;0,149;0,0023;0;0;0,0008;0;0,017;0,0011;0,001;0;0,0011;0,0021;0,027;0,011;0,0002;0,012;0,006;-686,3048515
G18-0053;430438;S013542;P18-00206-LS-S1;0;1;84,9422;m%;97,2;0,231;0,219;0,518;1,412;0,159;0,001;0,006;0;0,019;0,147;0,0024;0;0;0,0007;0;0,016;0,0009;0,001;0;0,0011;0,0021;0,034;0,011;0,0002;0,014;0,004;-686,3057287
G18-0053;430438;S013542;P18-00206-LS-S1;0;1;85,0511;m%;97,2;0,226;0,223;0,518;1,405;0,158;0,001;0,006;0;0,019;0,146;0,0026;0;0;0,0007;0;0,017;0;0,003;0;0,0012;0,0021;0,038;0,018;0,0002;0,015;0,003;-686,3067856
G18-0053;430438;S013542;P18-00206-LS-S1;0;1;85,1782;m%;97,22;0,227;0,219;0,517;1,403;0,153;0,001;0,006;0;0,019;0,144;0,0024;0;0;0,0007;0;0,016;0,0006;0;0;0,0012;0,0021;0,032;0,022;0,0002;0,014;0,003;-686,3082449
G18-0053;430438;S013542;P18-00206-LS-S1;0;1;85,2871;m%;97,23;0,222;0,208;0,521;1,404;0,158;0,001;0,006;0;0,019;0,145;0,0025;0;0;0,0006;0;0,017;0,0011;0,001;0;0,0011;0,0021;0,03;0,011;0,0002;0,013;0,003;-686,3096875
G18-0053;430438;S013542;P18-00206-LS-S1;0;1;85,3961;m%;97,23;0,226;0,213;0,522;1,402;0,156;0,001;0,006;0;0,017;0,149;0,0027;0;0;0,0006;0;0,02;0,0007;0;0;0,0011;0,0021;0,025;0,012;0,0001;0,013;0,003;-686,3113079
G18-0053;430438;S013542;P18-00206-LS-S1;0;1;85,5053;m%;97,22;0,219;0,21;0,525;1,396;0,159;0,001;0,006;0;0,019;0,152;0,0029;0;0;0,0007;0;0,017;0;0;0;0,001;0,0021;0,04;0,012;0,0002;0,012;0,004;-686,3131073
G18-0053;430438;S013542;P18-00206-LS-S1;0;1;85,6144;m%;97,22;0,216;0,21;0,522;1,393;0,158;0,001;0,005;0;0,019;0,153;0,0028;0;0;0,0006;0;0,017;0,001;0;0;0,0011;0,002;0,042;0,02;0,0001;0,011;0,002;-686,3150798
G18-0053;430438;S013542;P18-00206-LS-S1;0;1;85,7235;m%;97,22;0,222;0,212;0,524;1,384;0,159;0,001;0,005;0;0,018;0,152;0,0025;0;0;0,0007;0;0,017;0,0041;0,001;0;0,0011;0,0021;0,04;0,018;0,0001;0,012;0,002;-686,3172259
G18-0053;430438;S013542;P18-00206-LS-S1;0;1;85,8508;m%;97,22;0,224;0,214;0,522;1,386;0,158;0,001;0,006;0;0,019;0,152;0,0026;0;0;0,0008;0;0,019;0,0012;0,002;0;0,0012;0,0021;0,033;0,017;0,0001;0,011;0,003;-686,3199477
G18-0053;430438;S013542;P18-00206-LS-S1;0;1;85,9599;m%;97,23;0,216;0,209;0,522;1,389;0,159;0,001;0,005;0;0,02;0,15;0,0026;0;0;0,0008;0;0,017;0,0003;0,002;0;0,0012;0,0021;0,033;0,024;0,0002;0,012;0,006;-686,3224657
G18-0053;430438;S013542;P18-00206-LS-S1;0;1;86,0691;m%;97,22;0,224;0,21;0,519;1,393;0,156;0,001;0,005;0;0,017;0,151;0,0025;0;0;0,0009;0;0,017;0,0003;0,001;0;0,0012;0,0021;0,039;0,024;0,0001;0,013;0,002;-686,3251559
G18-0053;430438;S013542;P18-00206-LS-S1;0;1;86,1783;m%;97,21;0,224;0,215;0,522;1,401;0,158;0,001;0,005;0;0,02;0,147;0,0023;0;0;0,0008;0;0,017;0,0006;0,001;0;0,0012;0,0021;0,038;0,021;0,0001;0,013;0,002;-686,3280151
G18-0053;430438;S013542;P18-00206-LS-S1;0;1;86,2874;m%;97,22;0,218;0,213;0,523;1,399;0,158;0,001;0,005;0;0,018;0,148;0,0026;0;0;0,0008;0;0,017;0,0007;0,001;0;0,0011;0,0021;0,032;0,02;0,0001;0,012;0,007;-686,331039
G18-0053;430438;S013542;P18-00206-LS-S1;0;1;86,3966;m%;97,22;0,222;0,211;0,527;1,399;0,157;0,001;0,006;0;0,019;0,145;0,0026;0;0;0,0007;0;0,017;0,001;0,001;0;0,0011;0,0021;0,029;0,019;0,0001;0,013;0,007;-686,3342319
G18-0053;430438;S013542;P18-00206-LS-S1;0;1;86,5058;m%;97,22;0,221;0,213;0,522;1,401;0,159;0,001;0,006;0;0,019;0,148;0,0027;0;0;0,0008;0;0,017;0,0015;0,002;0;0,0012;0,0021;0,027;0,023;0,0002;0,013;0,004;-686,3375899
G18-0053;430438;S013542;P18-00206-LS-S1;0;1;86,6332;m%;97,2;0,22;0,215;0,524;1,406;0,155;0,001;0,006;0;0,019;0,152;0,0026;0;0;0,0008;0;0,016;0,0006;0,001;0;0,0011;0,0021;0,036;0,017;0,0002;0,015;0,006;-686,3417145
G18-0053;430438;S013542;P18-00206-LS-S1;0;1;86,7425;m%;97,22;0,216;0,214;0,523;1,405;0,156;0,001;0,005;0;0,022;0,148;0,0024;0,0001;0;0,0008;0;0,016;0,0001;0,001;0;0,001;0,0021;0,029;0,02;0,0001;0,011;0,007;-686,3454292
G18-0053;430438;S013542;P18-00206-LS-S1;0;1;86,8519;m%;97,23;0,214;0,215;0,522;1,397;0,158;0,001;0,005;0;0,021;0,148;0,0024;0;0;0,0008;0;0,017;0,0012;0,001;0;0,0011;0,0021;0,032;0,014;0,0002;0,013;0,005;-686,3493088
G18-0053;430438;S013542;P18-00206-LS-S1;0;1;86,9612;m%;97,21;0,215;0,221;0,521;1,394;0,159;0,001;0,005;0;0,02;0,148;0,0025;0;0;0,0008;0;0,019;0,0013;0,001;0;0,001;0,0021;0,032;0,02;0,0002;0,015;0,007;-686,3533447
G18-0053;430438;S013542;P18-00206-LS-S1;0;1;87,0705;m%;97,22;0,22;0,219;0,522;1,398;0,16;0,001;0,006;0;0,02;0,144;0,0027;0;0;0,0008;0;0,019;0,0004;0,001;0;0,001;0,0021;0,033;0,014;0,0002;0,012;0,006;-686,3575391
G18-0053;430438;S013542;P18-00206-LS-S1;0;1;87,18;m%;97,2;0,221;0,217;0,523;1,4;0,161;0,001;0,006;0;0,021;0,147;0,0024;0;0;0,0009;0;0,018;0,0005;0,001;0;0,0011;0,0021;0,036;0,019;0,0002;0,013;0,003;-686,3618987
G18-0053;430438;S013542;P18-00206-LS-S1;0;1;87,2894;m%;97,2;0,221;0,216;0,526;1,403;0,159;0,001;0,006;0;0,02;0,148;0,0024;0;0;0,0007;0;0,018;0,0014;0,001;0;0,0011;0,002;0,041;0,017;0,0003;0,012;0,006;-686,3664104
G18-0053;430438;S013542;P18-00206-LS-S1;0;1;87,4171;m%;97,22;0,218;0,213;0,526;1,395;0,158;0,001;0,005;0;0,018;0,147;0,0023;0,0001;0;0,0008;0;0,017;0,0011;0,001;0;0,0012;0,002;0,037;0,011;0,0001;0,015;0,007;-686,3718721
G18-0053;430438;S013542;P18-00206-LS-S1;0;1;87,5266;m%;97,22;0,219;0,213;0,523;1,397;0,16;0,001;0,005;0;0,018;0,151;0,0025;0,0002;0;0,0007;0;0,017;0,0005;0,002;0;0,0012;0,0021;0,03;0,023;0,0003;0,011;0,006;-686,3767214
G18-0053;430438;S013542;P18-00206-LS-S1;0;1;87,6361;m%;97,22;0,216;0,216;0,52;1,393;0,157;0,001;0,005;0;0,018;0,145;0,0026;0,0001;0;0,0008;0;0,017;0;0,002;0;0,0011;0,0021;0,041;0,026;0,0003;0,013;0,006;-686,3817224
G18-0053;430438;S013542;P18-00206-LS-S1;0;1;87,7457;m%;97,21;0,218;0,216;0,521;1,399;0,157;0,001;0,005;0;0,018;0,147;0,0025;0;0;0,0007;0;0,016;0;0,001;0;0,0011;0,0021;0,041;0,022;0,0001;0,012;0,004;-686,3868783
G18-0053;430438;S013542;P18-00206-LS-S1;0;1;87,8554;m%;97,22;0,217;0,216;0,519;1,394;0,16;0,001;0,004;0;0,019;0,147;0,0029;0;0;0,0007;0;0,017;0,0015;0,001;0;0,0012;0,0021;0,041;0,023;0,0001;0,012;0,002;-686,3921881
G18-0053;430438;S013542;P18-00206-LS-S1;0;1;87,965;m%;97,2;0,22;0,215;0,52;1,402;0,159;0,001;0,005;0;0,022;0,146;0,0026;0;0;0,0008;0;0,017;0,0001;0;0;0,0011;0,002;0,049;0,02;0,0002;0,013;0,008;-686,3976405
G18-0053;430438;S013542;P18-00206-LS-S1;0;1;88,0747;m%;97,22;0,218;0,214;0,521;1,397;0,157;0,001;0,006;0;0,021;0,147;0,0028;0;0;0,0007;0;0,017;0;0,001;0;0,0012;0,0021;0,036;0,02;0,0001;0,012;0,004;-686,4032439
G18-0053;430438;S013542;P18-00206-LS-S1;0;1;88,1845;m%;97,2;0,217;0,221;0,521;1,399;0,157;0,001;0,005;0;0,018;0,15;0,0026;0,0001;0;0,0007;0;0,017;0;0,002;0;0,0012;0,0021;0,038;0,03;0,0001;0,012;0,003;-686,4089973
G18-0053;430438;S013542;P18-00206-LS-S1;0;1;88,3125;m%;97,21;0,218;0,222;0,522;1,398;0,157;0,001;0,005;0;0,019;0,149;0,0027;0,0001;0;0,0006;0;0,018;0,0005;0,001;0;0,0011;0,0021;0,032;0,026;0,0001;0,014;0,001;-686,415885
G18-0053;430438;S013542;P18-00206-LS-S1;0;1;88,4223;m%;97,19;0,222;0,223;0,524;1,408;0,159;0,001;0,005;0;0,019;0,148;0,0026;0;0;0,0007;0;0,018;0;0;0;0,0012;0,002;0,035;0,019;0,0002;0,015;0,006;-686,4219465
G18-0053;430438;S013542;P18-00206-LS-S1;0;1;88,5322;m%;97,2;0,222;0,221;0,522;1,405;0,16;0,001;0,005;0;0,019;0,15;0,0026;0;0;0,0008;0;0,018;0;0,001;0;0,0012;0,0021;0,04;0,017;0,0001;0,01;0,006;-686,4281534
G18-0053;430438;S013542;P18-00206-LS-S1;0;1;88,642;m%;97,21;0,22;0,218;0,516;1,398;0,163;0,001;0,005;0;0,021;0,149;0,0028;0;0;0,0008;0;0,018;0,0004;0,002;0;0,0012;0,0021;0,04;0,016;0,0001;0,012;0,004;-686,4344928
G18-0053;430438;S013542;P18-00206-LS-S1;0;1;88,7519;m%;97,2;0,222;0,222;0,516;1,403;0,161;0,001;0,005;0;0,019;0,148;0,0031;0;0;0,0008;0;0,018;0,0021;0,002;0;0,0012;0,0021;0,034;0,019;0,0001;0,013;0,002;-686,4409746
G18-0053;430438;S013542;P18-00206-LS-S1;0;1;88,8618;m%;97,2;0,219;0,221;0,523;1,399;0,159;0,001;0,005;0;0,018;0,154;0,0031;0;0;0,0008;0;0,017;0,0002;0,002;0;0,0012;0,0021;0,033;0,021;0,0001;0,011;0,005;-686,4475913
G18-0053;430438;S013542;P18-00206-LS-S1;0;1;88,9716;m%;97,2;0,224;0,219;0,521;1,401;0,159;0,001;0,006;0;0,018;0,149;0,003;0;0;0,0008;0;0,017;0,0004;0,001;0;0,0012;0,0021;0,038;0,02;0,0002;0,011;0,005;-686,454335
G18-0053;430438;S013542;P18-00206-LS-S1;0;1;89,0815;m%;97,19;0,221;0,222;0,522;1,408;0,158;0,001;0,005;0;0,018;0,147;0,0032;0;0;0,0007;0;0,018;0,0014;0,001;0;0,0012;0,0021;0,043;0,02;0,0002;0,012;0,003;-686,4612163
G18-0053;430438;S013542;P18-00206-LS-S1;0;1;89,1915;m%;97,19;0,223;0,224;0,518;1,408;0,164;0,001;0,005;0;0,018;0,151;0,0029;0;0;0,0007;0;0,018;0,0017;0,001;0;0,0012;0,0021;0,043;0,013;0,0001;0,013;0,002;-686,4682338
G18-0053;430438;S013542;P18-00206-LS-S1;0;1;89,3199;m%;97,2;0,218;0,219;0,521;1,406;0,164;0,001;0,006;0;0,02;0,15;0,0027;0;0;0,0008;0;0,016;0;0,002;0;0,0012;0,0021;0,035;0,02;0,0002;0,011;0,002;-686,4765872
G18-0053;430438;S013542;P18-00206-LS-S1;0;1;89,43;m%;97,2;0,219;0,219;0,521;1,405;0,158;0,001;0,006;0;0,019;0,148;0,0028;0,0001;0;0,0008;0;0,017;0,0002;0,002;0;0,0011;0,0021;0,04;0,014;0,0003;0,015;0,005;-686,483887
